"Wavelength, µm","n","k"
0.35,1.4585377086204
0.3535,1.4576186546847
0.357,1.4567301185583
0.3605,1.4558707276428
0.364,1.4550391874611
0.3675,1.4542342762753
0.371,1.453454840138
0.3745,1.4526997883402
0.378,1.451968089217
0.3815,1.4512587662795
0.385,1.4505708946446
0.3885,1.4499035977351
0.392,1.4492560442282
0.3955,1.4486274452292
0.399,1.4480170516529
0.4025,1.447424151794
0.406,1.4468480690721
0.4095,1.4462881599356
0.413,1.4457438119125
0.4165,1.4452144417962
0.42,1.4446994939554
0.4235,1.4441984387586
0.427,1.4437107711035
0.4305,1.4432360090451
0.434,1.4427736925124
0.4375,1.4423233821095
0.441,1.4418846579933
0.4445,1.4414571188225
0.448,1.441040380773
0.4515,1.4406340766149
0.455,1.440237854846
0.4585,1.4398513788788
0.462,1.4394743262763
0.4655,1.4391063880343
0.469,1.4387472679055
0.4725,1.4383966817643
0.476,1.4380543570081
0.4795,1.4377200319934
0.483,1.4373934555044
0.4865,1.4370743862514
0.49,1.4367625923978
0.4935,1.4364578511134
0.497,1.4361599481525
0.5005,1.4358686774547
0.504,1.4355838407681
0.5075,1.4353052472924
0.511,1.4350327133414
0.5145,1.4347660620227
0.518,1.4345051229354
0.5215,1.4342497318823
0.525,1.4339997305983
0.5285,1.4337549664915
0.532,1.4335152923987
0.5355,1.4332805663521
0.539,1.4330506513586
0.5425,1.4328254151897
0.546,1.4326047301817
0.5495,1.4323884730462
0.553,1.4321765246889
0.5565,1.4319687700384
0.56,1.4317650978819
0.5635,1.4315654007096
0.567,1.4313695745665
0.5705,1.4311775189102
0.574,1.4309891364766
0.5775,1.4308043331509
0.581,1.4306230178447
0.5845,1.4304451023792
0.588,1.4302705013729
0.5915,1.4300991321351
0.595,1.4299309145635
0.5985,1.429765771047
0.602,1.4296036263721
0.6055,1.4294444076341
0.609,1.4292880441514
0.6125,1.4291344673844
0.616,1.4289836108569
0.6195,1.4288354100816
0.623,1.4286898024886
0.6265,1.4285467273564
0.63,1.4284061257466
0.6335,1.4282679404408
0.637,1.4281321158802
0.6405,1.4279985981074
0.644,1.4278673347114
0.6475,1.4277382747738
0.651,1.4276113688181
0.6545,1.4274865687602
0.658,1.4273638278615
0.6615,1.4272431006836
0.665,1.4271243430445
0.6685,1.4270075119774
0.672,1.42689256569
0.6755,1.4267794635261
0.679,1.4266681659285
0.6825,1.4265586344029
0.686,1.4264508314844
0.6895,1.4263447207033
0.693,1.4262402665544
0.6965,1.4261374344653
0.7,1.4260361907679
